Time [h],Calibrated OD [AU]
0.0622222227975726,0.0033195
0.137500000186265,0.0026556
0.212500001303852,0.0046473
0.287499999627471,0.0046473
0.362500000745058,0.00730290000000001
0.379166666418314,0.0046473
0.38750000204891,0
0.462500000372529,0.0046473
0.537500001490116,0.0046473
0.612499999813735,0.0046473
0.687777779996395,0.0033195
0.762777778320014,0.00730290000000001
0.837777779437602,0.0039834
0.912777777761221,0.0019917
0.987777778878808,0.0039834
1.0627777799964,0.0046473
1.13777777832001,0.00663900000000001
1.2127777794376,0.0026556
1.28805555682629,0.00663900000000001
1.36305555514991,0.0046473
1.4380555562675,0.0039834
1.51305555738509,0.00597510000000001
1.58805555570871,0.0046473
1.6633333330974,0.00531120000000001
1.73833333421499,0.00663900000000001
1.81333333533257,0.00597510000000001
1.88833333365619,0.0033195
1.96333333477378,0.00663900000000001
2.0383333330974,0.00597510000000001
2.11333333421499,0.0039834
2.18833333533257,0.00730290000000001
2.26361111272126,0.0046473
2.33861111104488,0.0039834
2.41361111216247,0.0046473
2.48861111328006,0.0033195
2.56361111160368,0.00663900000000001
2.63888888899237,0.00730290000000001
2.71388889010996,0.00597510000000001
2.78888889122754,0.0039834
2.86388888955116,0.00597510000000001
2.93888889066875,0.0033195
3.01388888899237,0.0039834
3.08888889010996,0.00531120000000001
3.16416666749865,0.00531120000000001
3.23916666861624,0.0033195
3.31416666693985,0.00597510000000001
3.38916666805744,0.0026556
3.46416666638106,0.00796680000000001
3.53916666749865,0.00531120000000001
3.61416666861624,0.00597510000000001
3.68944444600493,0.00663900000000001
3.76444444432855,0.00597510000000001
3.83944444544613,0.0046473
3.91444444656372,0.00531120000000001
3.98944444488734,0.00531120000000001
4.06444444600493,0.00663900000000001
4.13944444432855,0.00597510000000001
4.21472222451121,0.00531120000000001
4.28972222283483,0.00597510000000001
4.36472222395241,0.00730290000000001
4.43972222227603,0.0046473
4.51472222339362,0.00531120000000001
4.58972222451121,0.00597510000000001
4.6650000018999,0.0039834
4.74000000022352,0.00597510000000001
4.8150000013411,0.0046473
4.8902777787298,0.00597510000000001
