Time [h],Calibrated OD [AU]
0.00638888776302338,0
0.0813888888806105,0.0013278
0.156388889998198,0.0026556
0.223333334550261,0.0026556
0.231666667386889,0.00730290000000001
0.306666665710509,0.00531120000000001
0.381666666828096,0.0033195
0.456666667945683,0.0013278
0.531944445334375,0.0019917
0.606944443657994,0.0013278
0.681944444775581,0.0039834
0.756944443099201,0.0026556
0.831944444216788,0.0033195
0.906944445334375,0.0019917
0.982222222723067,0.00531120000000001
1.05722222104669,0.0013278
1.13222222216427,0.00531120000000001
1.20722222328186,0.0039834
1.28250000067055,0.000663900000000001
1.35749999899417,0.0046473
1.43250000011176,0.0046473
1.50750000122935,0.0039834
1.58249999955297,0.0039834
1.65750000067055,0.0039834
1.73277777805924,0.0026556
1.80777777917683,0.0033195
1.88277777750045,0.0013278
1.95777777861804,0.00531120000000001
2.03277777694166,0.0019917
2.10805555433035,0.00597510000000001
2.18305555544794,0.0019917
2.25805555656552,0.0019917
2.33305555488914,0.0039834
2.40805555600673,0.0039834
2.48305555433035,0.0026556
2.55833333451301,0.0033195
2.63333333283663,0
2.70833333395422,0.00531120000000001
2.78333333227783,0.0046473
2.85861111246049,0.0013278
2.93361111078411,0.0033195
3.0086111119017,0.0026556
3.08361111022532,0.00663900000000001
3.15861111134291,0.00531120000000001
3.2338888887316,0.0033195
3.30888888984919,0.00597510000000001
3.38388888817281,0.00597510000000001
3.45888888929039,0.00597510000000001
3.53388888761401,0.0033195
3.60916666779667,0.0026556
3.68416666612029,0.0026556
3.75916666723788,0.00531120000000001
3.8341666655615,0.0033195
3.90916666667908,0.00597510000000001
3.98444444406778,0.0033195
4.05944444518536,0.00597510000000001
4.13444444350898,0.00597510000000001
4.20944444462657,0.00730290000000001
4.28444444574416,0.00597510000000001
4.35972222313285,0.00597510000000001
4.43472222145647,0.0046473
4.50972222257406,0.0046473
4.58472222089767,0.00663900000000001
4.65972222201526,0.0039834
4.73499999940395,0.0019917
4.81000000052154,0.00531120000000001
4.88499999884516,0.00796680000000001
