,Time [h],Calibrated OD [AU],Growth rate [1/h]
0,0.0622222227975726,0.0033195,0.0326573795594706
1,0.13750000018626501,0.0026555999999999997,0.15925971680849582
2,0.21250000130385197,0.0046473,0.1636434016767918
3,0.287499999627471,0.0046473,0.1589734135840897
4,0.362500000745058,0.00730290000000001,0.1538726349656726
5,0.379166666418314,0.0046473,0.15292201345943082
6,0.38750000204890994,0.0,0.15244670254694956
7,0.462500000372529,0.0046473,0.14754493695589435
8,0.537500001490116,0.0046473,0.14352742711745164
9,0.6124999998137349,0.0046473,0.13872848482228115
10,0.687777779996395,0.0033195,0.13504890997169056
11,0.762777778320014,0.00730290000000001,0.13046821330397637
12,0.837777779437602,0.003983400000000001,0.12710979232125158
13,0.9127777777612209,0.0019917000000000003,0.12275429292604004
14,0.987777778878808,0.003983400000000001,0.1196731077261276
15,1.0627777799964,0.0046473,0.11553186518254603
16,1.13777777832001,0.00663900000000001,0.11268973899370271
17,1.2127777794376,0.0026555999999999997,0.10877193496562934
18,1.2880555568262901,0.00663900000000001,0.10602570910635188
19,1.36305555514991,0.0046473,0.10247125434445646
20,1.4380555562675,0.003983400000000001,0.09980546943255185
21,1.51305555738509,0.00597510000000001,0.09657487181847958
22,1.58805555570871,0.0046473,0.09399320037615763
23,1.6633333330973998,0.00531120000000001,0.09105374076506434
24,1.73833333421499,0.00663900000000001,0.08854913448495205
25,1.81333333533257,0.00597510000000001,0.08590250694114279
26,1.88833333365619,0.0033195,0.08349257935539982
27,1.96333333477378,0.00663900000000001,0.08109824181973437
28,2.0383333330973996,0.00597510000000001,0.07879015417899889
29,2.1133333342149903,0.003983400000000001,0.07662944091398947
30,2.1883333353325702,0.00730290000000001,0.07442895204696921
31,2.26361111272126,0.0046473,0.07248280172191755
32,2.3386111110448797,0.003983400000000001,0.07038900003890232
33,2.4136111121624704,0.0046473,0.06865335262975397
34,2.48861111328006,0.0033195,0.06668259820347396
35,2.5636111116036804,0.00663900000000001,0.06513105757918337
36,2.63888888899237,0.00730290000000001,0.063283548692986
37,2.71388889010996,0.00597510000000001,0.06190739400424834
38,2.78888889122754,0.003983400000000001,0.0601965175850764
39,2.8638888895511605,0.00597510000000001,0.0589795869688399
40,2.93888889066875,0.0033195,0.05741148491082845
41,3.0138888889923705,0.003983400000000001,0.05634062283944023
42,3.08888889010996,0.00531120000000001,0.05492044094310765
43,3.16416666749865,0.00531120000000001,0.05398542219786138
44,3.23916666861624,0.0033195,0.052715427124929604
45,3.3141666669398497,0.00597510000000001,0.051903250711585684
46,3.38916666805744,0.0026555999999999997,0.05080075169110141
47,3.4641666663810597,0.00796680000000001,0.05007626930979555
48,3.53916666749865,0.00531120000000001,0.049172128703828005
49,3.61416666861624,0.00597510000000001,0.048534221007929236
50,3.6894444460049303,0.00663900000000001,0.04781196178045311
51,3.76444444432855,0.00597510000000001,0.04726883341700341
52,3.83944444544613,0.0046473,0.04671936000971509
53,3.9144444465637203,0.00531120000000001,0.04628341518092634
54,3.98944444488734,0.00531120000000001,0.04588759495263005
55,4.06444444600493,0.00663900000000001,0.045567737776219086
56,4.13944444432855,0.00597510000000001,0.045312329526340546
57,4.21472222451121,0.00531120000000001,0.04511543368463382
58,4.28972222283483,0.00597510000000001,0.04498776050948837
59,4.36472222395241,0.00730290000000001,0.04492184523548576
60,4.43972222227603,0.0046473,0.04490922044699348
61,4.51472222339362,0.00531120000000001,0.04497848341455734
62,4.58972222451121,0.00597510000000001,0.04506964761391303
63,4.665000001899901,0.003983400000000001,0.045278452525185614
64,4.74000000022352,0.00597510000000001,0.04546100923141105
65,4.8150000013411,0.0046473,0.0458120621508288
66,4.8902777787298,0.00597510000000001,0.04607552582300954
67,4.96527777984738,0.00531120000000001,0.046570859748394484
68,5.040277778171,0.00531120000000001,0.04690574216674684
69,5.11527777928859,0.00663900000000001,0.04754091543717745
70,5.19027777761221,0.00730290000000001,0.0479397907596811
